시도명,시군구명,의료기관종별,의료기관명,개설구분,개설연도,입원실,병상,연락처,응급의료센터지정,소재지도로명주소,경도,위도,거리(km)
강원특별자치도,강릉시,치과병원,관동치과병원,민간,1987,0,0,033-642-3342,비지정,강원특별자치도 강릉시 범일로 604 (내곡동),128.880719,37.741279,148.55
강원특별자치도,강릉시,한의원,보생한의원,민간,1987,0,0,033-648-7644,비지정,강원특별자치도 강릉시 강릉대로 158 (교동),128.887849,37.756904,148.61
강원특별자치도,강릉시,의원,이도현성형외과의원,민간,1987,0,0,033-653-1213,비지정,강원특별자치도 강릉시 하평1길 14 (포남동),128.911561,37.771193,150.12
강원특별자치도,강릉시,치과병원,연세치과병원,민간,1987,0,0,033-662-2248,비지정,강원특별자치도 강릉시 주문진읍 주문로 69,128.825734,37.890056,139.47
강원특별자치도,강릉시,의원,정의흠외과의원,민간,1988,5,5,033-646-2630,비지정,강원특별자치도 강릉시 경강로 2085 (임당동),128.895001,37.754228,149.3
강원특별자치도,강릉시,한의원,한중한의원,민간,1988,0,0,033-643-1443,비지정,강원특별자치도 강릉시 금성로 27-2 (성남동),128.897579,37.753523,149.54
강원특별자치도,강릉시,치과병원,김재구치과병원,민간,1988,0,0,033-643-5562,비지정,강원특별자치도 강릉시 경강로 2068 (성내동),128.893794,37.752984,149.24
강원특별자치도,강릉시,치과병원,행복이송송치과병원,민간,1989,0,0,033-648-2902,비지정,강원특별자치도 강릉시 신대학길 20 (금학동),128.895486,37.753044,149.38
강원특별자치도,강릉시,의원,제일내과의원,민간,1989,0,0,033-648-2948,비지정,강원특별자치도 강릉시 문화의길 15 (임당동),128.894002,37.755172,149.18
강원특별자치도,강릉시,한의원,중화당한의원,민간,1989,0,0,033-648-4611,비지정,강원특별자치도 강릉시 금성로22번길 10 (금학동),128.897571,37.75474,149.49
강원특별자치도,강릉시,의원,성심외과의원,민간,1990,2,2,033-645-4082,비지정,강원특별자치도 강릉시 율곡로 2792 (성남동),128.901561,37.754304,149.84
강원특별자치도,강릉시,치과병원,이승우치과병원,민간,1990,0,0,033-641-2208,비지정,강원특별자치도 강릉시 금성로 7 (성남동),128.899556,37.754643,149.66
강원특별자치도,강릉시,의원,김이비인후과의원,민간,1990,0,0,033-641-2304,비지정,강원특별자치도 강릉시 금성로22번길 12 (금학동),128.89754,37.754956,149.48
강원특별자치도,강릉시,치과병원,중앙치과병원,민간,1990,0,0,033-641-6859,비지정,강원특별자치도 강릉시 금성로22번길 10 (금학동),128.897571,37.75474,149.49
강원특별자치도,강릉시,의원,박비뇨기과의원,민간,1990,0,0,033-648-2430,비지정,강원특별자치도 강릉시 경강로 2092-1 (임당동),128.896047,37.754418,149.38
강원특별자치도,강릉시,의원,윤이비인후과의원,민간,1990,0,0,033-648-9333,비지정,강원특별자치도 강릉시 금성로 42 (금학동),128.896244,37.752921,149.44
강원특별자치도,강릉시,의원,김홍근의원,민간,1990,0,0,033-661-2177,비지정,강원특별자치도 강릉시 주문진읍 주문로 68,128.826062,37.889891,139.5
강원특별자치도,강릉시,치과병원,권혁태치과병원,민간,1990,0,0,033-661-3342,비지정,강원특별자치도 강릉시 주문진읍 주문로 68-1,128.825983,37.889991,139.49
강원특별자치도,강릉시,종합병원,의산의료재단 강릉고려병원,의료법인,1991,56,201,033-642-1988,비지정,강원특별자치도 강릉시 옥가로 30 (옥천동),128.90004,37.759001,149.56
강원특별자치도,강릉시,의원,장신경과의원,민간,1991,0,0,033-641-2717,비지정,강원특별자치도 강릉시 경강로2095번길 3 (임당동),128.895734,37.754808,149.34
강원특별자치도,강릉시,의원,김남원내과의원,민간,1991,0,0,033-642-9155,비지정,"강원특별자치도 강릉시 경강로 2120, 5층 505호 (옥천동, 시네몰)",128.898163,37.755807,149.51
강원특별자치도,강릉시,의원,우신김비뇨기과의원,민간,1991,0,0,033-644-4951,비지정,강원특별자치도 강릉시 경강로 2082 (임당동),128.895155,37.753839,149.32
강원특별자치도,강릉시,한의원,최한의원,민간,1992,0,0,033-646-5532,비지정,강원특별자치도 강릉시 경강로 2099 (임당동),128.896339,37.7551,149.38
강원특별자치도,강릉시,치과병원,최근준치과병원,민간,1992,0,0,033-647-2800,비지정,강원특별자치도 강릉시 경강로 2108 (임당동),128.897384,37.755219,149.46
강원특별자치도,강릉시,치과병원,김은겸치과병원,민간,1992,0,0,033-647-3301,비지정,강원특별자치도 강릉시 금성로 46 (금학동),128.895947,37.752698,149.43
강원특별자치도,강릉시,치과병원,약손치과병원,민간,1992,0,0,033-647-4849,비지정,"강원특별자치도 강릉시 경강로 2098, 2층 (임당동, 동해칼라)",128.896291,37.754893,149.38
강원특별자치도,강릉시,치과병원,강릉치과병원,민간,1993,0,0,033-647-1107,비지정,"강원특별자치도 강릉시 경강로 2110, 4층 (임당동, 동아빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,치과병원,김치과병원,민간,1993,0,0,033-662-1399,비지정,강원특별자치도 강릉시 주문진읍 주문로 70,128.825996,37.890126,139.49
강원특별자치도,강릉시,의원,에스엠 가정의학과의원,민간,1993,0,0,033-662-8380,비지정,강원특별자치도 강릉시 주문진읍 주문로 97,128.826593,37.892699,139.48
강원특별자치도,강릉시,병원,국군강릉병원,군병원,1994,23,180,033-662-7802,비지정,강원특별자치도 강릉시 주문진읍 동해대로 4371-34,128.830838,37.868801,140.43
강원특별자치도,강릉시,일반요양병원,강릉연세요양병원,민간,1994,22,138,033-645-1400,비지정,강원특별자치도 강릉시 옥가로 70 (옥천동),128.90084,37.762265,149.52
강원특별자치도,강릉시,의원,연세피부과의원,민간,1994,0,0,033-642-0619,비지정,"강원특별자치도 강릉시 경강로 2079, 4층 (임당동)",128.8947,37.753797,149.29
강원특별자치도,강릉시,의원,아름다운피부과의원,민간,1994,0,0,033-64-67891,비지정,"강원특별자치도 강릉시 경강로 2100, 3층 (임당동, 신영빌딩)",128.896542,37.754973,149.4
강원특별자치도,강릉시,의원,윤내과의원,민간,1994,0,0,033-648-9557,비지정,"강원특별자치도 강릉시 경강로 2082, 2층 (임당동)",128.895171,37.754208,149.31
강원특별자치도,강릉시,의원,현소아청소년과의원,민간,1994,0,0,033-65-16235,비지정,"강원특별자치도 강릉시 성덕포남로 75, 2층 (입암동, 대성빌딩)",128.917323,37.760696,150.95
강원특별자치도,강릉시,의원,경선산부인과의원,민간,1995,4,4,033-643-7131,비지정,강원특별자치도 강릉시 옥가로7번길 3 (옥천동),128.898499,37.757318,149.49
강원특별자치도,강릉시,의원,차명호신경외과의원,민간,1995,0,0,033-643-0382,비지정,강원특별자치도 강릉시 옥가로 20 (옥천동),128.89946,37.757987,149.54
강원특별자치도,강릉시,의원,홍내과의원,민간,1995,0,0,033-643-5007,비지정,강원특별자치도 강릉시 금성로 18 (금학동),128.898453,37.754418,149.58
강원특별자치도,강릉시,의원,이종화외과의원,민간,1995,0,0,033-646-0196,비지정,강원특별자치도 강릉시 강릉대로 165 (교동),128.888696,37.757528,148.66
강원특별자치도,강릉시,의원,이종원내과의원,민간,1995,0,0,033-647-7976,비지정,강원특별자치도 강릉시 성덕포남로 189 (포남동),128.908075,37.768282,149.93
강원특별자치도,강릉시,치과병원,가인치과병원,민간,1995,0,0,033-647-8222,비지정,강원특별자치도 강릉시 경강로 2091 (임당동),128.895641,37.754637,149.34
강원특별자치도,강릉시,치과병원,한진규치과병원,민간,1995,0,0,033-651-0823,비지정,강원특별자치도 강릉시 강릉대로 398 (포남동),128.909057,37.769662,149.96
강원특별자치도,강릉시,치과병원,제일치과병원,민간,1995,0,0,033-661-2811,비지정,강원특별자치도 강릉시 주문진읍 주문로 60,128.825906,37.889226,139.5
강원특별자치도,강릉시,한의원,광제한의원,민간,1995,0,0,033-661-4649,비지정,강원특별자치도 강릉시 주문진읍 매맥이윗길 2,128.826047,37.880467,139.73
강원특별자치도,강릉시,종합병원,강릉아산병원,재단법인,1996,237,822,033-610-3114,지정,강원특별자치도 강릉시 사천면 방동길 38,128.857854,37.818701,144.12
강원특별자치도,강릉시,의원,이재홍정형외과의원,민간,1996,7,29,033-642-3459,비지정,강원특별자치도 강릉시 옥가로 57 (교동),128.899945,37.761461,149.47
강원특별자치도,강릉시,의원,박민형안과의원,민간,1996,2,4,033-647-5043,비지정,"강원특별자치도 강릉시 경강로 2109, 4층 (임당동, 문선빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,의원,서이비인후과의원,민간,1996,0,0,033-642-1746,비지정,"강원특별자치도 강릉시 경강로 2109, 3층 (임당동, 문선빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,치과병원,한은현치과병원,민간,1996,0,0,033-643-2875,비지정,강원특별자치도 강릉시 옥가로 55 (교동),128.899966,37.761317,149.47
강원특별자치도,강릉시,의원,김남동내과의원,민간,1996,0,0,033-646-8275,비지정,강원특별자치도 강릉시 율곡로 2844 (옥천동),128.897609,37.75783,149.39
강원특별자치도,강릉시,의원,이해욱성형외과의원,민간,1996,0,0,033-648-4353,비지정,"강원특별자치도 강릉시 경강로 2109, 4층 (임당동, 문선빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,치과병원,연세부부치과병원,민간,1996,0,0,033-648-7575,비지정,"강원특별자치도 강릉시 경강로 2079, 4층 (임당동, 유암메디컬센터)",128.8947,37.753797,149.29
강원특별자치도,강릉시,한의원,동양한의원,민간,1996,0,0,033-662-4948,비지정,강원특별자치도 강릉시 주문진읍 주문로 113-2,128.827596,37.893899,139.53
강원특별자치도,강릉시,치과병원,강릉원주대학교치과병원,특수법인,1997,5,15,033-640-3114,비지정,강원특별자치도 강릉시 죽헌길 7 (지변동),128.869998,37.769516,146.69
강원특별자치도,강릉시,치과병원,허치과병원,민간,1998,0,0,033-641-2875,비지정,"강원특별자치도 강릉시 경강로 2084, 3층 (임당동)",128.895365,37.754306,149.32
강원특별자치도,강릉시,치과병원,김환준치과병원,민간,1998,0,0,033-643-2822,비지정,강원특별자치도 강릉시 경강로 2082 (임당동),128.895155,37.753839,149.32
강원특별자치도,강릉시,의원,연세마취통증의학과의원,민간,1998,0,0,033-643-7775,비지정,"강원특별자치도 강릉시 경강로 2110, 3층 (임당동, 동아빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,의원,난소아청소년과의원,민간,1998,0,0,033-646-2730,비지정,"강원특별자치도 강릉시 범일로 604, 2층 (내곡동, 하나로마트)",128.880021,37.741798,148.47
강원특별자치도,강릉시,치과병원,최종운치과병원,민간,1998,0,0,033-647-7866,비지정,강원특별자치도 강릉시 경강로 2093-1 (임당동),128.895847,37.75478,149.35
강원특별자치도,강릉시,의원,이소아청소년과의원,민간,1998,0,0,033-662-8636,비지정,강원특별자치도 강릉시 주문진읍 주문로 89,128.826004,37.891829,139.45
강원특별자치도,강릉시,의원,최정준성형외과의원,민간,1999,0,0,033-643-7033,비지정,"강원특별자치도 강릉시 경강로 2110, 7층 (임당동, 동아빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,의원,서울이비인후과의원,민간,1999,0,0,033-645-2260,비지정,"강원특별자치도 강릉시 경강로 2102, 3층 (임당동, 신영빌딩)",128.89677,37.755097,149.42
강원특별자치도,강릉시,한의원,제중한의원,민간,1999,0,0,033-645-2807,비지정,강원특별자치도 강릉시 금성로22번길 8 (금학동),128.897738,37.754477,149.52
강원특별자치도,강릉시,의원,서울안과의원,민간,1999,0,0,033-645-4005,비지정,"강원특별자치도 강릉시 경강로 2108, 3층 (임당동)",128.897159,37.755364,149.44
강원특별자치도,강릉시,치과병원,함치과병원,민간,1999,0,0,033-645-8275,비지정,"강원특별자치도 강릉시 경강로 2105, 3층 (임당동, 동아빌딩)",128.896918,37.75515,149.43
강원특별자치도,강릉시,한의원,장수한의원,민간,1999,0,0,033-647-3575,비지정,강원특별자치도 강릉시 경강로 2203 (포남동),128.904906,37.761567,149.88
강원특별자치도,강릉시,의원,중앙진단방사선과의원,민간,1999,0,0,033-647-6733,비지정,강원특별자치도 강릉시 경강로 2083 (임당동),128.894875,37.754183,149.29
강원특별자치도,강릉시,치과병원,신영치과병원,민간,1999,0,0,033-648-3888,비지정,"강원특별자치도 강릉시 경강로 2100, 3층 (임당동, 신영빌딩)",128.896542,37.754973,149.4
강원특별자치도,강릉시,치과병원,현대치과병원,민간,1999,0,0,033-651-2875,비지정,"강원특별자치도 강릉시 하평길 46, 2층 (포남동)",128.91407,37.770272,150.36
강원특별자치도,강릉시,한의원,율곡한의원,민간,1999,0,0,033-652-9111,비지정,강원특별자치도 강릉시 하평길 40 (포남동),128.913001,37.770146,150.28
강원특별자치도,강릉시,의원,행복누리산부인과의원,민간,2000,7,7,033-641-6680,비지정,강원특별자치도 강릉시 경강로 2109 (임당동),128.897174,37.75568,149.43
강원특별자치도,강릉시,의원,하나산부인과의원,민간,2000,0,7,033-651-6008,비지정,강원특별자치도 강릉시 강릉대로 385 (포남동),128.907824,37.769095,149.88
강원특별자치도,강릉시,치과병원,연세플러스치과병원,민간,2000,0,0,033-642-3142,비지정,강원특별자치도 강릉시 경강로 2117 (옥천동),128.897951,37.756142,149.48
강원특별자치도,강릉시,한의원,동의보감한의원,민간,2000,0,0,033-643-8848,비지정,강원특별자치도 강릉시 금성로31번길 8 (성남동),128.897606,37.75291,149.56
강원특별자치도,강릉시,의원,한솔내과의원,민간,2000,0,0,033-653-7588,비지정,강원특별자치도 강릉시 하평길 46 (포남동),128.913602,37.770051,150.33
강원특별자치도,강릉시,의원,한림정형외과의원,민간,2000,0,0,033-661-6119,비지정,강원특별자치도 강릉시 주문진읍 주문로 64,128.825979,37.889586,139.5
강원특별자치도,강릉시,의원,한빛안과의원,민간,2001,1,2,033-642-6429,비지정,강원특별자치도 강릉시 경강로 2102 (임당동),128.896904,37.754889,149.43
강원특별자치도,강릉시,의원,세란신경과의원,민간,2001,0,0,033-641-7119,비지정,"강원특별자치도 강릉시 경강로 2120, 5층 512호 (옥천동)",128.898163,37.755807,149.51
강원특별자치도,강릉시,의원,김동일내과의원,민간,2001,0,0,033-641-8898,비지정,"강원특별자치도 강릉시 교동광장로 145, 2층 (교동, 성심빌딩)",128.87906,37.76315,147.66
강원특별자치도,강릉시,의원,연세소아청소년과의원,민간,2001,0,0,033-641-9508,비지정,강원특별자치도 강릉시 금성로22번길 8 (금학동),128.897738,37.754477,149.52
강원특별자치도,강릉시,한의원,지남한의원,민간,2001,0,0,033-642-1075,비지정,"강원특별자치도 강릉시 경강로 2120, 503호 (옥천동, 씨네몰)",128.898163,37.755807,149.51
강원특별자치도,강릉시,한의원,강릉한의원,민간,2001,0,0,033-644-1075,비지정,강원특별자치도 강릉시 경강로2103번길 5 (임당동),128.896239,37.755308,149.36
강원특별자치도,강릉시,의원,서울성형외과의원,민간,2001,0,0,033-645-0570,비지정,"강원특별자치도 강릉시 경강로 2097, 4층 (임당동, 원영빌딩)",128.896291,37.754893,149.38
강원특별자치도,강릉시,한의원,수한의원,민간,2001,0,0,033-645-1729,비지정,"강원특별자치도 강릉시 경강로 2100, 2층 (임당동, 신영빌딩)",128.896542,37.754973,149.4
강원특별자치도,강릉시,치과병원,영동치과병원,민간,2001,0,0,033-645-2875,비지정,강원특별자치도 강릉시 경강로 2106 (임당동),128.897235,37.755067,149.46
강원특별자치도,강릉시,의원,세란재활의학과의원,민간,2001,0,0,033-648-7119,비지정,"강원특별자치도 강릉시 경강로 2120, 5층 513호 (옥천동)",128.898163,37.755807,149.51
강원특별자치도,강릉시,의원,성광용내과의원,민간,2001,0,0,033-662-1475,비지정,강원특별자치도 강릉시 주문진읍 주문로 103,128.826893,37.893057,139.49
강원특별자치도,강릉시,의원,우리들내과의원,민간,2002,0,0,033-641-3975,비지정,"강원특별자치도 강릉시 경강로 2079, 2,3층 (임당동, 유암빌딩)",128.894509,37.753934,149.27
강원특별자치도,강릉시,한의원,한빛한의원,민간,2002,0,0,033-642-3733,비지정,강원특별자치도 강릉시 옥가로 19 (옥천동),128.898951,37.758081,149.5
강원특별자치도,강릉시,한의원,늘푸른한의원,민간,2002,0,0,033-642-9950,비지정,강원특별자치도 강릉시 솔올로 44 (교동),128.878466,37.76575,147.52
강원특별자치도,강릉시,치과병원,이가편한미치과병원,민간,2002,0,0,033-643-2275,비지정,강원특별자치도 강릉시 경강로 2097 (임당동),128.896087,37.754958,149.36
강원특별자치도,강릉시,의원,서울정형외과의원,민간,2002,0,0,033-643-8801,비지정,"강원특별자치도 강릉시 경강로 2109, 4층 (임당동, 문선빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,의원,조소아청소년과의원,민간,2002,0,0,033-644-8256,비지정,강원특별자치도 강릉시 교동광장로 105 (교동),128.876438,37.765044,147.38
강원특별자치도,강릉시,의원,손정형외과의원,민간,2002,0,0,033-645-0046,비지정,강원특별자치도 강릉시 성덕포남로 189 (포남동),128.908075,37.768282,149.93
강원특별자치도,강릉시,의원,이명호내과의원,민간,2002,0,0,033-645-7747,비지정,"강원특별자치도 강릉시 솔올로5번길 40, 2층 (교동)",128.875504,37.763844,147.34
강원특별자치도,강릉시,한의원,한서한의원,민간,2002,0,0,033-646-9114,비지정,"강원특별자치도 강릉시 솔올로5번길 52, 2층 (교동, 청호빌딩)",128.87718,37.763543,147.49
강원특별자치도,강릉시,한의원,홍익한의원,민간,2002,0,0,033-652-7510,비지정,강원특별자치도 강릉시 하평3길 11 (포남동),128.916874,37.770278,150.6
강원특별자치도,강릉시,의원,여정언산부인과의원,민간,2003,3,3,033-648-4906,비지정,강원특별자치도 강릉시 경강로 2082 (임당동),128.895155,37.753839,149.32
강원특별자치도,강릉시,의원,연세플러스비뇨기과의원,민간,2003,1,1,033-646-0182,비지정,"강원특별자치도 강릉시 경강로 2110, 3층 (임당동, 동아빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,의원,박유인소아청소년과의원,민간,2003,0,0,033-641-2391,비지정,"강원특별자치도 강릉시 솔올로5번길 52, 2층 (교동, 청호빌딩)",128.87718,37.763543,147.49
강원특별자치도,강릉시,의원,보리수의원,민간,2003,0,0,033-643-6803,비지정,"강원특별자치도 강릉시 강변로 332, 2층 (노암동)",128.90355,37.751757,150.1
강원특별자치도,강릉시,치과병원,소망치과병원,민간,2003,0,0,033-645-7525,비지정,강원특별자치도 강릉시 교동광장로 105 (교동),128.876438,37.765044,147.38
강원특별자치도,강릉시,치과병원,마미치과병원,민간,2003,0,0,033-647-5275,비지정,"강원특별자치도 강릉시 경강로 2102, 3층 (임당동, 신영빌딩)",128.89677,37.755097,149.42
강원특별자치도,강릉시,의원,델포이내과의원,민간,2003,0,0,033-648-1589,비지정,강원특별자치도 강릉시 옥가로 52 (옥천동),128.900325,37.760999,149.52
강원특별자치도,강릉시,의원,의료법인강릉성한의원,의료법인,2003,0,0,033-648-6818,비지정,강원특별자치도 강릉시 금성로 10 (옥천동),128.89922,37.754961,149.62
강원특별자치도,강릉시,치과병원,서울치과병원,민간,2003,0,0,033-661-8275,비지정,강원특별자치도 강릉시 주문진읍 주문로 79-1,128.82588,37.890965,139.46
강원특별자치도,강릉시,의원,인성의원,민간,2004,0,0,033-641-1040,비지정,강원특별자치도 강릉시 율곡로 2809 (옥천동),128.899554,37.755364,149.64
강원특별자치도,강릉시,치과병원,화이트치과병원,민간,2004,0,0,033-641-8275,비지정,강원특별자치도 강릉시 교동광장로 137 (교동),128.879949,37.764468,147.69
강원특별자치도,강릉시,의원,서울피부과의원,민간,2004,0,0,033-641-8711,비지정,강원특별자치도 강릉시 경강로2095번길 4 (임당동),128.895952,37.755004,149.35
강원특별자치도,강릉시,한의원,자화당중국한의원,민간,2004,0,0,033-643-1075,비지정,강원특별자치도 강릉시 임영로 101-1 (성남동),128.894529,37.750861,149.37
강원특별자치도,강릉시,한의원,한솔한의원,민간,2004,0,0,033-643-1255,비지정,강원특별자치도 강릉시 경강로 2110 (임당동),128.897612,37.755289,149.48
강원특별자치도,강릉시,치과병원,제이치과병원,민간,2004,0,0,033-646-6513,비지정,"강원특별자치도 강릉시 솔올로 17, 3층 (교동, 교동플라자)",128.877218,37.762885,147.51
강원특별자치도,강릉시,의원,솔올이비인후과의원,민간,2004,0,0,033-647-3120,비지정,강원특별자치도 강릉시 교동광장로 115 (교동),128.877526,37.764928,147.47
강원특별자치도,강릉시,한의원,임한의원,민간,2004,0,0,033-652-6050,비지정,강원특별자치도 강릉시 성덕포남로 174 (포남동),128.909677,37.767495,150.09
강원특별자치도,강릉시,병원,(의)아나의료재단 강릉아나병원,의료법인,2005,39,276,033-642-1100,비지정,강원특별자치도 강릉시 용지로 129 (옥천동),128.902986,37.760429,149.76
강원특별자치도,강릉시,의원,세원마취통증의원,민간,2005,0,0,033-642-8030,비지정,강원특별자치도 강릉시 경강로 2120 (옥천동),128.898759,37.755388,149.57
강원특별자치도,강릉시,한의원,경희한사랑한의원,민간,2005,0,0,033-643-1072,비지정,"강원특별자치도 강릉시 입암로 157, 2층 3호 (입암동)",128.918344,37.759742,151.07
강원특별자치도,강릉시,한의원,중인당한의원,민간,2005,0,0,033-646-1688,비지정,강원특별자치도 강릉시 주문진읍 주문로 93,128.826042,37.892198,139.44
강원특별자치도,강릉시,의원,베스트안과의원,민간,2005,0,0,033-647-6166,비지정,강원특별자치도 강릉시 경강로 2110 (임당동),128.897612,37.755289,149.48
강원특별자치도,강릉시,의원,행복한소아청소년과의원,민간,2005,0,0,033-652-4650,비지정,강원특별자치도 강릉시 성덕포남로182번길 46 (포남동),128.913317,37.76999,150.31
강원특별자치도,강릉시,의원,다나의원,민간,2005,0,0,033-653-7572,비지정,강원특별자치도 강릉시 월대산로 56-7 (입암동),128.916944,37.759429,150.96
강원특별자치도,강릉시,일반요양병원,의료법인라파의료재단 예수요양병원,의료법인,2006,20,100,033-534-1391,비지정,강원특별자치도 강릉시 옥계면 현내시장길 34,129.037753,37.612156,166.46
강원특별자치도,강릉시,의원,연세항운외과의원,민간,2006,0,9,033-648-9768,비지정,"강원특별자치도 강릉시 경강로 2110, 4층 (임당동, 동아빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,의원,우리예수의원,민간,2006,0,0,033-534-2119,비지정,강원특별자치도 강릉시 옥계면 현내시장길 81,129.035076,37.608566,166.39
강원특별자치도,강릉시,한의원,자연한의원,민간,2006,0,0,033-643-7584,비지정,"강원특별자치도 강릉시 경강로 2097, 3층 (임당동)",128.896291,37.754893,149.38
강원특별자치도,강릉시,한의원,권한의원,민간,2006,0,0,033-645-7545,비지정,"강원특별자치도 강릉시 금성로42번길 12, 2층 (금학동)",128.89564,37.753583,149.37
강원특별자치도,강릉시,의원,푸른내과의원,민간,2006,0,0,033-648-9878,비지정,강원특별자치도 강릉시 금성로22번길 10 (금학동),128.897571,37.75474,149.49
강원특별자치도,강릉시,의원,김재권내과의원,민간,2006,0,0,033-655-0700,비지정,"강원특별자치도 강릉시 경강로 2109, 3층 (임당동, 문선빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,의원,강릉속편한내과의원,민간,2006,0,0,033-655-7171,비지정,"강원특별자치도 강릉시 경강로 2089, 2층 (임당동)",128.895491,37.75444,149.33
강원특별자치도,강릉시,한의원,신통한의원,민간,2006,0,0,033-661-8075,비지정,"강원특별자치도 강릉시 솔올로 17, 301호 (교동)",128.877218,37.762885,147.51
강원특별자치도,강릉시,병원,강릉율곡병원,민간,2007,22,184,033-655-1133,비지정,강원특별자치도 강릉시 동해대로3304번길 11 (난곡동),128.873933,37.786561,146.46
강원특별자치도,강릉시,의원,영동마취통증의학과의원,민간,2007,0,0,033-641-7531,비지정,"강원특별자치도 강릉시 경강로 2089 (임당동, 청암메디컬빌딩)",128.895481,37.754557,149.33
강원특별자치도,강릉시,의원,상쾌한이비인후과의원,민간,2007,0,0,033-641-8904,비지정,"강원특별자치도 강릉시 경강로 2108, 2층 (임당동)",128.897159,37.755364,149.44
강원특별자치도,강릉시,한의원,경희부부한의원,민간,2007,0,0,033-645-6110,비지정,"강원특별자치도 강릉시 솔올로5번길 12-7, 3층 (교동)",128.875745,37.763121,147.38
강원특별자치도,강릉시,한의원,거북이한의원,민간,2007,0,0,033-646-1054,비지정,"강원특별자치도 강릉시 경강로 2109, 2층 (임당동, 문선빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,의원,도담도담소아청소년과의원,민간,2007,0,0,033-648-7271,비지정,"강원특별자치도 강릉시 경강로 2109, 4층 (임당동, 문선빌딩)",128.897273,37.7554,149.45
강원특별자치도,강릉시,치과병원,미소치과병원,민간,2007,0,0,033-652-2275,비지정,"강원특별자치도 강릉시 성덕포남로 53, 204호 (입암동, 모닝프라자)",128.918921,37.759585,151.12
